province;red;green;blue;x;x;
7681;132;36;14;;x;
7682;174;39;142;;x;
7683;6;42;15;;x;
7684;48;45;143;;x;
7685;90;48;16;;x;
7686;132;51;144;;x;
7687;174;54;17;;x;
7688;6;57;145;;x;
7689;48;60;18;;x;
7690;90;63;146;;x;
7691;132;66;19;;x;
7692;174;69;147;;x;
7693;6;72;20;;x;
7694;48;75;148;;x;
7695;90;78;21;;x;
7696;132;81;149;;x;
7697;174;84;22;;x;
7698;6;87;150;;x;
7699;48;90;23;;x;
7700;90;93;151;;x;
7701;132;96;24;;x;
7702;174;99;152;;x;
7703;6;102;25;;x;
7704;48;105;153;;x;
7705;90;108;26;;x;
7706;132;111;154;;x;
7707;174;114;27;;x;
7708;6;117;155;;x;
7709;48;120;28;;x;
7710;90;123;156;;x;
7711;132;126;29;;x;
7712;174;129;157;;x;
7713;6;132;30;;x;
7714;48;135;158;;x;
7715;90;138;31;;x;
7716;132;141;159;;x;
7717;174;144;32;;x;
7718;6;147;160;;x;
7719;48;150;33;;x;
7720;90;153;161;;x;
7721;132;156;34;;x;
7722;174;159;162;;x;
7723;6;162;35;;x;
7724;48;165;163;;x;
7725;90;168;36;;x;
7726;132;171;164;;x;
7727;174;174;37;;x;
7728;6;177;165;;x;
7729;48;180;38;;x;
7730;90;183;166;;x;
7731;132;186;39;;x;
7732;174;189;167;;x;
7733;6;192;40;;x;
7734;48;195;168;;x;
7735;90;198;41;;x;
7736;132;201;169;;x;
7737;174;204;42;;x;
7738;6;207;170;;x;
7739;48;210;43;;x;
7740;90;0;171;;x;
7741;132;3;44;;x;
7742;174;6;172;;x;
7743;6;9;45;;x;
7744;48;12;173;;x;
7745;90;15;46;;x;
7746;132;18;174;;x;
7747;174;21;47;;x;
7748;6;24;175;;x;
7749;48;27;48;;x;
7750;90;30;176;;x;
7751;132;33;49;;x;
7752;174;36;177;;x;
7753;6;39;50;;x;
7754;48;42;178;;x;
7755;90;45;51;;x;
7756;132;48;179;;x;
7757;174;51;52;;x;
7758;6;54;180;;x;
7759;48;57;53;;x;
7760;90;60;181;;x;
7761;132;63;54;;x;
7762;174;66;182;;x;
7763;6;69;55;;x;
7764;48;72;183;;x;
7765;90;75;56;;x;
7766;132;78;184;;x;
7767;174;81;57;;x;
7768;6;84;185;;x;
7769;48;87;58;;x;
7770;90;90;186;;x;
7771;132;93;59;;x;
7772;174;96;187;;x;
7773;6;99;60;;x;
7774;48;102;188;;x;
7775;90;105;61;;x;
7776;132;108;189;;x;
7777;174;111;62;;x;
7778;6;114;190;;x;
7779;48;117;63;;x;
7780;90;120;191;;x;
7781;132;123;64;;x;
7782;174;126;192;;x;
7783;6;129;65;;x;
7784;48;132;193;;x;
7785;90;135;66;;x;
7786;132;138;194;;x;
7787;174;141;67;;x;
7788;6;144;195;;x;
7789;48;147;68;;x;
7790;90;150;196;;x;
7791;132;153;69;;x;
7792;174;156;197;;x;
7793;6;159;70;;x;
7794;48;162;198;;x;
7795;90;165;71;;x;
7796;132;168;199;;x;
7797;174;171;72;;x;
7798;6;174;200;;x;
7799;48;177;73;;x;
7800;90;180;201;;x;
7801;132;183;74;;x;
7802;174;186;202;;x;
7803;6;189;75;;x;
7804;48;192;203;;x;
7805;90;195;76;;x;
7806;132;198;204;;x;
7807;174;201;77;;x;
7808;6;204;205;;x;
7809;48;207;78;;x;
7810;90;210;206;;x;
7811;132;0;79;;x;
7812;174;3;207;;x;
7813;6;6;80;;x;
7814;48;9;208;;x;
7815;90;12;81;;x;
7816;132;15;209;;x;
7817;174;18;82;;x;
7818;6;21;210;;x;
7819;48;24;83;;x;
7820;90;27;211;;x;
7821;132;30;84;;x;
7822;174;33;212;;x;
7823;6;36;85;;x;
7824;48;39;213;;x;
7825;90;42;86;;x;
7826;132;45;214;;x;
7827;174;48;87;;x;
7828;6;51;215;;x;
7829;48;54;88;;x;
7830;90;57;216;;x;
7831;132;60;89;;x;
7832;174;63;217;;x;
7833;6;66;90;;x;
7834;48;69;218;;x;
7835;90;72;91;;x;
7836;132;75;219;;x;
7837;174;78;92;;x;
7838;6;81;220;;x;
7839;48;84;93;;x;
7840;90;87;221;;x;
7841;132;90;94;;x;
7842;174;93;222;;x;
7843;6;96;95;;x;
7844;48;99;223;;x;
7845;90;102;96;;x;
7846;132;105;224;;x;
7847;174;108;97;;x;
7848;6;111;225;;x;
7849;48;114;98;;x;
7850;90;117;226;;x;
7851;132;120;99;;x;
7852;174;123;227;;x;
7853;7;126;0;;x;
7854;49;129;128;;x;
7855;91;132;1;;x;
7856;133;135;129;;x;
7857;175;138;2;;x;
7858;7;141;130;;x;
7859;49;144;3;;x;
7860;91;147;131;;x;
7861;133;150;4;;x;
7862;175;153;132;;x;
7863;7;156;5;;x;
7864;49;159;133;;x;
7865;91;162;6;;x;
7866;133;165;134;;x;
7867;175;168;7;;x;
7868;7;171;135;;x;
7869;49;174;8;;x;
7870;91;177;136;;x;
7871;133;180;9;;x;
7872;175;183;137;;x;
7873;7;186;10;;x;
7874;49;189;138;;x;
7875;91;192;11;;x;
7876;133;195;139;;x;
7877;175;198;12;;x;
7878;7;201;140;;x;
7879;49;204;13;;x;
7880;91;207;141;;x;
7881;133;210;14;;x;
7882;175;0;142;;x;
7883;7;3;15;;x;
7884;49;6;143;;x;
7885;91;9;16;;x;
7886;133;12;144;;x;
7887;175;15;17;;x;
7888;7;18;145;;x;
7889;49;21;18;;x;
7890;91;24;146;;x;
7891;133;27;19;;x;
7892;175;30;147;;x;
7893;7;33;20;;x;
7894;49;36;148;;x;
7895;91;39;21;;x;
7896;133;42;149;;x;
7897;175;45;22;;x;
7898;7;48;150;;x;
7899;49;51;23;;x;
7900;91;54;151;;x;
7901;133;57;24;;x;
7902;175;60;152;;x;
7903;7;63;25;;x;
7904;49;66;153;;x;
7905;91;69;26;;x;
7906;133;72;154;;x;
7907;175;75;27;;x;
7908;7;78;155;;x;
7909;49;81;28;;x;
7910;91;84;156;;x;
7911;133;87;29;;x;
7912;175;90;157;;x;
7913;7;93;30;;x;
7914;49;96;158;;x;
7915;91;99;31;;x;
7916;133;102;159;;x;
7917;175;105;32;;x;
7918;7;108;160;;x;
7919;49;111;33;;x;
7920;91;114;161;;x;
7921;133;117;34;;x;
7922;175;120;162;;x;
7923;7;123;35;;x;
7924;49;126;163;;x;
7925;91;129;36;;x;
7926;133;132;164;;x;
7927;175;135;37;;x;
7928;7;138;165;;x;
7929;49;141;38;;x;
7930;91;144;166;;x;
7931;133;147;39;;x;
7932;175;150;167;;x;
7933;7;153;40;;x;
7934;49;156;168;;x;
7935;91;159;41;;x;
7936;133;162;169;;x;
7937;175;165;42;;x;
7938;7;168;170;;x;
7939;49;171;43;;x;
7940;91;174;171;;x;
7941;133;177;44;;x;
7942;175;180;172;;x;
7943;7;183;45;;x;
7944;49;186;173;;x;
7945;91;189;46;;x;
7946;133;192;174;;x;
7947;175;195;47;;x;
7948;7;198;175;;x;
7949;49;201;48;;x;
7950;91;204;176;;x;
7951;133;207;49;;x;
7952;175;210;177;;x;
7953;7;0;50;;x;
7954;49;3;178;;x;
7955;91;6;51;;x;
7956;133;9;179;;x;
7957;175;12;52;;x;
7958;7;15;180;;x;
7959;49;18;53;;x;
7960;91;21;181;;x;
7961;133;24;54;;x;
7962;175;27;182;;x;
7963;7;30;55;;x;
7964;49;33;183;;x;
7965;91;36;56;;x;
7966;133;39;184;;x;
7967;175;42;57;;x;
7968;7;45;185;;x;
7969;49;48;58;;x;
7970;91;51;186;;x;
7971;133;54;59;;x;
7972;175;57;187;;x;
7973;7;60;60;;x;
7974;49;63;188;;x;
7975;91;66;61;;x;
7976;133;69;189;;x;
7977;175;72;62;;x;
7978;7;75;190;;x;
7979;49;78;63;;x;
7980;91;81;191;;x;
7981;133;84;64;;x;
7982;175;87;192;;x;
7983;7;90;65;;x;
7984;49;93;193;;x;
7985;91;96;66;;x;
7986;133;99;194;;x;
7987;175;102;67;;x;
7988;7;105;195;;x;
7989;49;108;68;;x;
7990;91;111;196;;x;
7991;133;114;69;;x;
7992;175;117;197;;x;
7993;7;120;70;;x;
7994;49;123;198;;x;
7995;91;126;71;;x;
7996;133;129;199;;x;
7997;175;132;72;;x;
7998;7;135;200;;x;
7999;49;138;73;;x;
8000;91;141;201;;x;
8001;133;144;74;;x;
8002;175;147;202;;x;
8003;7;150;75;;x;
8004;49;153;203;;x;
8005;91;156;76;;x;
8006;133;159;204;;x;
8007;175;162;77;;x;
8008;7;165;205;;x;
8009;49;168;78;;x;
8010;91;171;206;;x;
8011;133;174;79;;x;
8012;175;177;207;;x;
8013;7;180;80;;x;
8014;49;183;208;;x;
8015;91;186;81;;x;
8016;133;189;209;;x;
8017;175;192;82;;x;
8018;7;195;210;;x;
8019;49;198;83;;x;
8020;91;201;211;;x;
8021;133;204;84;;x;
8022;175;207;212;;x;
8023;7;210;85;;x;
8024;49;0;213;;x;
8025;91;3;86;;x;
8026;133;6;214;;x;
8027;175;9;87;;x;
8028;7;12;215;;x;
8029;49;15;88;;x;
8030;91;18;216;;x;
8031;133;21;89;;x;
8032;175;24;217;;x;
8033;7;27;90;;x;
8034;49;30;218;;x;
8035;91;33;91;;x;
8036;133;36;219;;x;
8037;175;39;92;;x;
8038;7;42;220;;x;
8039;49;45;93;;x;
8040;91;48;221;;x;
8041;133;51;94;;x;
8042;175;54;222;;x;
8043;7;57;95;;x;
8044;49;60;223;;x;
8045;91;63;96;;x;
8046;133;66;224;;x;
8047;175;69;97;;x;
8048;7;72;225;;x;
8049;49;75;98;;x;
8050;91;78;226;;x;
8051;133;81;99;;x;
8052;175;84;227;;x;
8053;7;87;0;;x;
8054;49;90;128;;x;
8055;91;93;1;;x;
8056;133;96;129;;x;
8057;175;99;2;;x;
8058;7;102;130;;x;
8059;49;105;3;;x;
8060;91;108;131;;x;
8061;133;111;4;;x;
8062;175;114;132;;x;
8063;7;117;5;;x;
8064;49;120;133;;x;
8065;91;123;6;;x;
8066;133;126;134;;x;
8067;175;129;7;;x;
8068;7;132;135;;x;
8069;49;135;8;;x;
8070;91;138;136;;x;
8071;133;141;9;;x;
8072;175;144;137;;x;
8073;7;147;10;;x;
8074;49;150;138;;x;
8075;91;153;11;;x;
8076;133;156;139;;x;
8077;175;159;12;;x;
8078;7;162;140;;x;
8079;49;165;13;;x;
8080;91;168;141;;x;
8081;133;171;14;;x;
8082;175;174;142;;x;
8083;7;177;15;;x;
8084;49;180;143;;x;
8085;91;183;16;;x;
8086;133;186;144;;x;
8087;175;189;17;;x;
8088;7;192;145;;x;
8089;49;195;18;;x;
8090;91;198;146;;x;
8091;133;201;19;;x;
8092;175;204;147;;x;
8093;7;207;20;;x;
8094;49;210;148;;x;
8095;91;0;21;;x;
8096;133;3;149;;x;
8097;175;6;22;;x;
8098;7;9;150;;x;
8099;49;12;23;;x;
8100;91;15;151;;x;
8101;133;18;24;;x;
8102;175;21;152;;x;
8103;7;24;25;;x;
8104;49;27;153;;x;
8105;91;30;26;;x;
8106;133;33;154;;x;
8107;175;36;27;;x;
8108;7;39;155;;x;
8109;49;42;28;;x;
8110;91;45;156;;x;
8111;133;48;29;;x;
8112;175;51;157;;x;
8113;7;54;30;;x;
8114;49;57;158;;x;
8115;91;60;31;;x;
8116;133;63;159;;x;
8117;175;66;32;;x;
8118;7;69;160;;x;
8119;49;72;33;;x;
8120;91;75;161;;x;
8121;133;78;34;;x;
8122;175;81;162;;x;
8123;7;84;35;;x;
8124;49;87;163;;x;
8125;91;90;36;;x;
8126;133;93;164;;x;
8127;175;96;37;;x;
8128;7;99;165;;x;
8129;49;102;38;;x;
8130;91;105;166;;x;
8131;133;108;39;;x;
8132;175;111;167;;x;
8133;7;114;40;;x;
8134;49;117;168;;x;
8135;91;120;41;;x;
8136;133;123;169;;x;
8137;175;126;42;;x;
8138;7;129;170;;x;
8139;49;132;43;;x;
8140;91;135;171;;x;
8141;133;138;44;;x;
8142;175;141;172;;x;
8143;7;144;45;;x;
8144;49;147;173;;x;
8145;91;150;46;;x;
8146;133;153;174;;x;
8147;175;156;47;;x;
8148;7;159;175;;x;
8149;49;162;48;;x;
8150;91;165;176;;x;
8151;133;168;49;;x;
8152;175;171;177;;x;
8153;7;174;50;;x;
8154;49;177;178;;x;
8155;91;180;51;;x;
8156;133;183;179;;x;
8157;175;186;52;;x;
8158;7;189;180;;x;
8159;49;192;53;;x;
8160;91;195;181;;x;
8161;133;198;54;;x;
8162;175;201;182;;x;
8163;7;204;55;;x;
8164;49;207;183;;x;
8165;91;210;56;;x;
8166;133;0;184;;x;
8167;175;3;57;;x;
8168;7;6;185;;x;
8169;49;9;58;;x;
8170;91;12;186;;x;
8171;133;15;59;;x;
8172;175;18;187;;x;
8173;7;21;60;;x;
8174;49;24;188;;x;
8175;91;27;61;;x;
8176;133;30;189;;x;
8177;175;33;62;;x;
8178;7;36;190;;x;
8179;49;39;63;;x;
8180;91;42;191;;x;
8181;133;45;64;;x;
8182;175;48;192;;x;
8183;7;51;65;;x;
8184;49;54;193;;x;
8185;91;57;66;;x;
8186;133;60;194;;x;
8187;175;63;67;;x;
8188;7;66;195;;x;
8189;49;69;68;;x;
8190;91;72;196;;x;
8191;133;75;69;;x;
8192;175;78;197;;x;
8193;7;81;70;;x;
8194;49;84;198;;x;
8195;91;87;71;;x;
8196;133;90;199;;x;
8197;175;93;72;;x;
8198;7;96;200;;x;
8199;49;99;73;;x;
8200;91;102;201;;x;
8201;133;105;74;;x;
8202;175;108;202;;x;
8203;7;111;75;;x;
8204;49;114;203;;x;
8205;91;117;76;;x;
8206;133;120;204;;x;
8207;175;123;77;;x;
8208;7;126;205;;x;
8209;49;129;78;;x;
8210;91;132;206;;x;
8211;133;135;79;;x;
8212;175;138;207;;x;
8213;7;141;80;;x;
8214;49;144;208;;x;
8215;91;147;81;;x;
8216;133;150;209;;x;
8217;175;153;82;;x;
8218;7;156;210;;x;
8219;49;159;83;;x;
8220;91;162;211;;x;
8221;133;165;84;;x;
8222;175;168;212;;x;
8223;7;171;85;;x;
8224;49;174;213;;x;
8225;91;177;86;;x;
8226;133;180;214;;x;
8227;175;183;87;;x;
8228;7;186;215;;x;
8229;49;189;88;;x;
8230;91;192;216;;x;
8231;133;195;89;;x;
8232;175;198;217;;x;
8233;7;201;90;;x;
8234;49;204;218;;x;
8235;91;207;91;;x;
8236;133;210;219;;x;
8237;175;0;92;;x;
8238;7;3;220;;x;
8239;49;6;93;;x;
8240;91;9;221;;x;
8241;133;12;94;;x;
8242;175;15;222;;x;
8243;7;18;95;;x;
8244;49;21;223;;x;
8245;91;24;96;;x;
8246;133;27;224;;x;
8247;175;30;97;;x;
8248;7;33;225;;x;
8249;49;36;98;;x;
8250;91;39;226;;x;
8251;133;42;99;;x;
8252;175;45;227;;x;
8253;7;48;0;;x;
8254;49;51;128;;x;
8255;91;54;1;;x;
8256;133;57;129;;x;
8257;175;60;2;;x;
8258;7;63;130;;x;
8259;49;66;3;;x;
8260;91;69;131;;x;
8261;133;72;4;;x;
8262;175;75;132;;x;
8263;7;78;5;;x;
8264;49;81;133;;x;
8265;91;84;6;;x;
8266;133;87;134;;x;
8267;175;90;7;;x;
8268;7;93;135;;x;
8269;49;96;8;;x;
8270;91;99;136;;x;
8271;133;102;9;;x;
8272;175;105;137;;x;
8273;7;108;10;;x;
8274;49;111;138;;x;
8275;91;114;11;;x;
8276;133;117;139;;x;
8277;175;120;12;;x;
8278;7;123;140;;x;
8279;49;126;13;;x;
8280;91;129;141;;x;
8281;133;132;14;;x;
8282;175;135;142;;x;
8283;7;138;15;;x;
8284;49;141;143;;x;
8285;91;144;16;;x;
8286;133;147;144;;x;
8287;175;150;17;;x;
8288;7;153;145;;x;
8289;49;156;18;;x;
8290;91;159;146;;x;
8291;133;162;19;;x;
8292;175;165;147;;x;
8293;7;168;20;;x;
8294;49;171;148;;x;
8295;91;174;21;;x;
8296;133;177;149;;x;
8297;175;180;22;;x;
8298;7;183;150;;x;
8299;49;186;23;;x;
8300;91;189;151;;x;
8301;133;192;24;;x;
8302;175;195;152;;x;
8303;7;198;25;;x;
8304;49;201;153;;x;
8305;91;204;26;;x;
8306;133;207;154;;x;
8307;175;210;27;;x;
8308;7;0;155;;x;
8309;49;3;28;;x;
8310;91;6;156;;x;
8311;133;9;29;;x;
8312;175;12;157;;x;
8313;7;15;30;;x;
8314;49;18;158;;x;
8315;91;21;31;;x;
8316;133;24;159;;x;
8317;175;27;32;;x;
8318;7;30;160;;x;
8319;49;33;33;;x;
8320;91;36;161;;x;
8321;133;39;34;;x;
8322;175;42;162;;x;
8323;7;45;35;;x;
8324;49;48;163;;x;
8325;91;51;36;;x;
8326;133;54;164;;x;
8327;175;57;37;;x;
8328;7;60;165;;x;
8329;49;63;38;;x;
8330;91;66;166;;x;
8331;133;69;39;;x;
8332;175;72;167;;x;
8333;7;75;40;;x;
8334;49;78;168;;x;
8335;91;81;41;;x;
8336;133;84;169;;x;
8337;175;87;42;;x;
8338;7;90;170;;x;
8339;49;93;43;;x;
8340;91;96;171;;x;
8341;133;99;44;;x;
8342;175;102;172;;x;
8343;7;105;45;;x;
8344;49;108;173;;x;
8345;91;111;46;;x;
8346;133;114;174;;x;
8347;175;117;47;;x;
8348;7;120;175;;x;
8349;49;123;48;;x;
8350;91;126;176;;x;
8351;133;129;49;;x;
8352;175;132;177;;x;
8353;7;135;50;;x;
8354;49;138;178;;x;
8355;91;141;51;;x;
8356;133;144;179;;x;
8357;175;147;52;;x;
8358;7;150;180;;x;
8359;49;153;53;;x;
8360;91;156;181;;x;
8361;133;159;54;;x;
8362;175;162;182;;x;
8363;7;165;55;;x;
8364;49;168;183;;x;
8365;91;171;56;;x;
8366;133;174;184;;x;
8367;175;177;57;;x;
8368;7;180;185;;x;
8369;49;183;58;;x;
8370;91;186;186;;x;
8371;133;189;59;;x;
8372;175;192;187;;x;
8373;7;195;60;;x;
8374;49;198;188;;x;
8375;91;201;61;;x;
8376;133;204;189;;x;
8377;175;207;62;;x;
8378;7;210;190;;x;
8379;49;0;63;;x;
8380;91;3;191;;x;
8381;133;6;64;;x;
8382;175;9;192;;x;
8383;7;12;65;;x;
8384;49;15;193;;x;
8385;91;18;66;;x;
8386;133;21;194;;x;
8387;175;24;67;;x;
8388;7;27;195;;x;
8389;49;30;68;;x;
8390;91;33;196;;x;
8391;133;36;69;;x;
8392;175;39;197;;x;
8393;7;42;70;;x;
8394;49;45;198;;x;
8395;91;48;71;;x;
8396;133;51;199;;x;
8397;175;54;72;;x;
8398;7;57;200;;x;
8399;49;60;73;;x;
8400;91;63;201;;x;
8401;133;66;74;;x;
8402;175;69;202;;x;
8403;7;72;75;;x;
8404;49;75;203;;x;
8405;91;78;76;;x;
8406;133;81;204;;x;
8407;175;84;77;;x;
8408;7;87;205;;x;
8409;49;90;78;;x;
8410;91;93;206;;x;
8411;133;96;79;;x;
8412;175;99;207;;x;
8413;7;102;80;;x;
8414;49;105;208;;x;
8415;91;108;81;;x;
8416;133;111;209;;x;
8417;175;114;82;;x;
8418;7;117;210;;x;
8419;49;120;83;;x;
8420;91;123;211;;x;
8421;133;126;84;;x;
8422;175;129;212;;x;
8423;7;132;85;;x;
8424;49;135;213;;x;
8425;91;138;86;;x;
8426;133;141;214;;x;
8427;175;144;87;;x;
8428;7;147;215;;x;
8429;49;150;88;;x;
8430;91;153;216;;x;
8431;133;156;89;;x;
8432;175;159;217;;x;
8433;7;162;90;;x;
8434;49;165;218;;x;
8435;91;168;91;;x;
8436;133;171;219;;x;
8437;175;174;92;;x;
8438;7;177;220;;x;
8439;49;180;93;;x;
8440;91;183;221;;x;
8441;133;186;94;;x;
8442;175;189;222;;x;
8443;7;192;95;;x;
8444;49;195;223;;x;
8445;91;198;96;;x;
8446;133;201;224;;x;
8447;175;204;97;;x;
8448;7;207;225;;x;
8449;49;210;98;;x;
8450;91;0;226;;x;
8451;133;3;99;;x;
8452;175;6;227;;x;
8453;7;9;0;;x;
8454;49;12;128;;x;
8455;91;15;1;;x;
8456;133;18;129;;x;
8457;175;21;2;;x;
8458;7;24;130;;x;
8459;49;27;3;;x;
8460;91;30;131;;x;
8461;133;33;4;;x;
8462;175;36;132;;x;
8463;7;39;5;;x;
8464;49;42;133;;x;
8465;91;45;6;;x;
8466;133;48;134;;x;
8467;175;51;7;;x;
8468;7;54;135;;x;
8469;49;57;8;;x;
8470;91;60;136;;x;
8471;133;63;9;;x;
8472;175;66;137;;x;
8473;7;69;10;;x;
8474;49;72;138;;x;
8475;91;75;11;;x;
8476;133;78;139;;x;
8477;175;81;12;;x;
8478;7;84;140;;x;
8479;49;87;13;;x;
8480;91;90;141;;x;
8481;133;93;14;;x;
8482;175;96;142;;x;
8483;7;99;15;;x;
8484;49;102;143;;x;
8485;91;105;16;;x;
8486;133;108;144;;x;
8487;175;111;17;;x;
8488;7;114;145;;x;
8489;49;117;18;;x;
8490;91;120;146;;x;
8491;133;123;19;;x;
8492;175;126;147;;x;
8493;7;129;20;;x;
8494;49;132;148;;x;
8495;91;135;21;;x;
8496;133;138;149;;x;
8497;175;141;22;;x;
8498;7;144;150;;x;
8499;49;147;23;;x;
8500;91;150;151;;x;
8501;133;153;24;;x;
8502;175;156;152;;x;
8503;7;159;25;;x;
8504;49;162;153;;x;
8505;91;165;26;;x;
8506;133;168;154;;x;
8507;175;171;27;;x;
8508;7;174;155;;x;
8509;49;177;28;;x;
8510;91;180;156;;x;
8511;133;183;29;;x;
8512;175;186;157;;x;
8513;7;189;30;;x;
8514;49;192;158;;x;
8515;91;195;31;;x;
8516;133;198;159;;x;
8517;175;201;32;;x;
8518;7;204;160;;x;
8519;49;207;33;;x;
8520;91;210;161;;x;
8521;133;0;34;;x;
8522;175;3;162;;x;
8523;7;6;35;;x;
8524;49;9;163;;x;
8525;91;12;36;;x;
8526;133;15;164;;x;
8527;175;18;37;;x;
8528;7;21;165;;x;
8529;49;24;38;;x;
8530;91;27;166;;x;
8531;133;30;39;;x;
8532;175;33;167;;x;
8533;7;36;40;;x;
8534;49;39;168;;x;
8535;91;42;41;;x;
8536;133;45;169;;x;
8537;175;48;42;;x;
8538;7;51;170;;x;
8539;49;54;43;;x;
8540;91;57;171;;x;
8541;133;60;44;;x;
8542;175;63;172;;x;
8543;7;66;45;;x;
8544;49;69;173;;x;
8545;91;72;46;;x;
8546;133;75;174;;x;
8547;175;78;47;;x;
8548;7;81;175;;x;
8549;49;84;48;;x;
8550;91;87;176;;x;
8551;133;90;49;;x;
8552;175;93;177;;x;
8553;7;96;50;;x;
8554;49;99;178;;x;
8555;91;102;51;;x;
8556;133;105;179;;x;
8557;175;108;52;;x;
8558;7;111;180;;x;
8559;49;114;53;;x;
8560;91;117;181;;x;
8561;133;120;54;;x;
8562;175;123;182;;x;
8563;7;126;55;;x;
8564;49;129;183;;x;
8565;91;132;56;;x;
8566;133;135;184;;x;
8567;175;138;57;;x;
8568;7;141;185;;x;
8569;49;144;58;;x;
8570;91;147;186;;x;
8571;133;150;59;;x;
8572;175;153;187;;x;
8573;7;156;60;;x;
8574;49;159;188;;x;
8575;91;162;61;;x;
8576;133;165;189;;x;
8577;175;168;62;;x;
8578;7;171;190;;x;
8579;49;174;63;;x;
8580;91;177;191;;x;
8581;133;180;64;;x;
8582;175;183;192;;x;
8583;7;186;65;;x;
8584;49;189;193;;x;
8585;91;192;66;;x;
8586;133;195;194;;x;
8587;175;198;67;;x;
8588;7;201;195;;x;
8589;49;204;68;;x;
8590;91;207;196;;x;
8591;133;210;69;;x;
8592;175;0;197;;x;
8593;7;3;70;;x;
8594;49;6;198;;x;
8595;91;9;71;;x;
8596;133;12;199;;x;
8597;175;15;72;;x;
8598;7;18;200;;x;
8599;49;21;73;;x;
8600;91;24;201;;x;
8601;133;27;74;;x;
8602;175;30;202;;x;
8603;7;33;75;;x;
8604;49;36;203;;x;
8605;91;39;76;;x;
8606;133;42;204;;x;
8607;175;45;77;;x;
8608;7;48;205;;x;
8609;49;51;78;;x;
8610;91;54;206;;x;
8611;133;57;79;;x;
8612;175;60;207;;x;
8613;7;63;80;;x;
8614;49;66;208;;x;
8615;91;69;81;;x;
8616;133;72;209;;x;
8617;175;75;82;;x;
8618;7;78;210;;x;
8619;49;81;83;;x;
8620;91;84;211;;x;
8621;133;87;84;;x;
8622;175;90;212;;x;
8623;7;93;85;;x;
8624;49;96;213;;x;
8625;91;99;86;;x;
8626;133;102;214;;x;
8627;175;105;87;;x;
8628;7;108;215;;x;
8629;49;111;88;;x;
8630;91;114;216;;x;
8631;133;117;89;;x;
8632;175;120;217;;x;
8633;7;123;90;;x;
8634;49;126;218;;x;
8635;91;129;91;;x;
8636;133;132;219;;x;
8637;175;135;92;;x;
8638;7;138;220;;x;
8639;49;141;93;;x;
8640;91;144;221;;x;
8641;133;147;94;;x;
8642;175;150;222;;x;
8643;7;153;95;;x;
8644;49;156;223;;x;
8645;91;159;96;;x;
8646;133;162;224;;x;
8647;175;165;97;;x;
8648;7;168;225;;x;
8649;49;171;98;;x;
8650;91;174;226;;x;
8651;133;177;99;;x;
8652;175;180;227;;x;
8653;7;183;0;;x;
8654;49;186;128;;x;
8655;91;189;1;;x;
8656;133;192;129;;x;
8657;175;195;2;;x;
8658;7;198;130;;x;
8659;49;201;3;;x;
8660;91;204;131;;x;
8661;133;207;4;;x;
8662;175;210;132;;x;
8663;7;0;5;;x;
8664;49;3;133;;x;
8665;91;6;6;;x;
8666;133;9;134;;x;
8667;175;12;7;;x;
8668;7;15;135;;x;
8669;49;18;8;;x;
8670;91;21;136;;x;
8671;133;24;9;;x;
8672;175;27;137;;x;
8673;7;30;10;;x;
8674;49;33;138;;x;
8675;91;36;11;;x;
8676;133;39;139;;x;
8677;175;42;12;;x;
8678;7;45;140;;x;
8679;49;48;13;;x;
8680;91;51;141;;x;
8681;133;54;14;;x;
8682;175;57;142;;x;
8683;7;60;15;;x;
8684;49;63;143;;x;
8685;91;66;16;;x;
8686;133;69;144;;x;
8687;175;72;17;;x;
8688;7;75;145;;x;
8689;49;78;18;;x;
8690;91;81;146;;x;
8691;133;84;19;;x;
8692;175;87;147;;x;
8693;7;90;20;;x;
8694;49;93;148;;x;
8695;91;96;21;;x;
8696;133;99;149;;x;
8697;175;102;22;;x;
8698;7;105;150;;x;
8699;49;108;23;;x;
8700;91;111;151;;x;
8701;133;114;24;;x;
8702;175;117;152;;x;
8703;7;120;25;;x;
8704;49;123;153;;x;
8705;91;126;26;;x;
8706;133;129;154;;x;
8707;175;132;27;;x;
8708;7;135;155;;x;
8709;49;138;28;;x;
8710;91;141;156;;x;
8711;133;144;29;;x;
8712;175;147;157;;x;
8713;7;150;30;;x;
8714;49;153;158;;x;
8715;91;156;31;;x;
8716;133;159;159;;x;
8717;175;162;32;;x;
8718;7;165;160;;x;
8719;49;168;33;;x;
8720;91;171;161;;x;
8721;133;174;34;;x;
8722;175;177;162;;x;
8723;7;180;35;;x;
8724;49;183;163;;x;
8725;91;186;36;;x;
8726;133;189;164;;x;
8727;175;192;37;;x;
8728;7;195;165;;x;
8729;49;198;38;;x;
8730;91;201;166;;x;
8731;133;204;39;;x;
8732;175;207;167;;x;
8733;7;210;40;;x;
8734;49;0;168;;x;
8735;91;3;41;;x;
8736;133;6;169;;x;
8737;175;9;42;;x;
8738;7;12;170;;x;
8739;49;15;43;;x;
8740;91;18;171;;x;
8741;133;21;44;;x;
8742;175;24;172;;x;
8743;7;27;45;;x;
8744;49;30;173;;x;
8745;91;33;46;;x;
8746;133;36;174;;x;
8747;175;39;47;;x;
8748;7;42;175;;x;
8749;49;45;48;;x;
8750;91;48;176;;x;
8751;133;51;49;;x;
8752;175;54;177;;x;
8753;7;57;50;;x;
8754;49;60;178;;x;
8755;91;63;51;;x;
