province;red;green;blue;x;x
6452;132;147;134;;x
6453;174;150;7;;x
6454;6;153;135;;x
6455;48;156;8;;x
6456;90;159;136;;x
6457;132;162;9;;x
6458;174;165;137;;x
6459;6;168;10;;x
6460;48;171;138;;x
6461;90;174;11;;x
6462;132;177;139;;x
6463;174;180;12;;x
6464;6;183;140;;x
6465;48;186;13;;x
6466;90;189;141;;x
6467;132;192;14;;x
6468;174;195;142;;x
6469;6;198;15;;x
6470;48;201;143;;x
6471;90;204;16;;x
6472;132;207;144;;x
6473;174;210;17;;x
6474;6;0;145;;x
6475;48;3;18;;x
6476;90;6;146;;x
6477;132;9;19;;x
6478;174;12;147;;x
6479;6;15;20;;x
6480;48;18;148;;x
6481;90;21;21;;x
6482;132;24;149;;x
6483;174;27;22;;x
6484;6;30;150;;x
6485;48;33;23;;x
6486;90;36;151;;x
6487;132;39;24;;x
6488;174;42;152;;x
6489;6;45;25;;x
6490;48;48;153;;x
6491;90;51;26;;x
6492;132;54;154;;x
6493;174;57;27;;x
6494;6;60;155;;x
6495;48;63;28;;x
6496;90;66;156;;x
6497;132;69;29;;x
6498;174;72;157;;x
6499;6;75;30;;x
6500;48;78;158;;x
6501;90;81;31;;x
6502;132;84;159;;x
6503;174;87;32;;x
6504;6;90;160;;x
6505;48;93;33;;x
6506;90;96;161;;x
6507;132;99;34;;x
6508;174;102;162;;x
6509;6;105;35;;x
6510;48;108;163;;x
6511;90;111;36;;x
6512;132;114;164;;x
6513;174;117;37;;x
6514;6;120;165;;x
6515;48;123;38;;x
6516;90;126;166;;x
6517;132;129;39;;x
6518;174;132;167;;x
6519;6;135;40;;x
6520;48;138;168;;x
6521;90;141;41;;x
6522;132;144;169;;x
6523;174;147;42;;x
6524;6;150;170;;x
6525;48;153;43;;x
6526;90;156;171;;x
6527;132;159;44;;x
6528;174;162;172;;x
6529;6;165;45;;x
6530;48;168;173;;x
6531;90;171;46;;x
6532;132;174;174;;x
6533;174;177;47;;x
6534;6;180;175;;x
6535;48;183;48;;x
6536;90;186;176;;x
6537;132;189;49;;x
6538;174;192;177;;x
6539;6;195;50;;x
6540;48;198;178;;x
6541;90;201;51;;x
6542;132;204;179;;x
6543;174;207;52;;x
6544;6;210;180;;x
6545;48;0;53;;x
6546;90;3;181;;x
6547;132;6;54;;x
6548;174;9;182;;x
6549;6;12;55;;x
6550;48;15;183;;x
6551;90;18;56;;x
6552;132;21;184;;x
6553;174;24;57;;x
6554;6;27;185;;x
6555;48;30;58;;x
6556;90;33;186;;x
6557;132;36;59;;x
6558;174;39;187;;x
6559;6;42;60;;x
6560;48;45;188;;x
6561;90;48;61;;x
6562;132;51;189;;x
6563;174;54;62;;x
6564;6;57;190;;x
6565;48;60;63;;x
6566;90;63;191;;x
6567;132;66;64;;x
6568;174;69;192;;x
6569;6;72;65;;x
6570;48;75;193;;x
6571;90;78;66;;x
6572;132;81;194;;x
6573;174;84;67;;x
6574;6;87;195;;x
6575;48;90;68;;x
6576;90;93;196;;x
6577;132;96;69;;x
6578;174;99;197;;x
6579;6;102;70;;x
6580;48;105;198;;x
6581;90;108;71;;x
6582;132;111;199;;x
6583;174;114;72;;x
6584;6;117;200;;x
6585;48;120;73;;x
6586;90;123;201;;x
6587;132;126;74;;x
6588;174;129;202;;x
6589;6;132;75;;x
6590;48;135;203;;x
6591;90;138;76;;x
6592;132;141;204;;x
6593;174;144;77;;x
6594;6;147;205;;x
6595;48;150;78;;x
6596;90;153;206;;x
6597;132;156;79;;x
6598;174;159;207;;x
6599;6;162;80;;x
6600;48;165;208;;x
6601;90;168;81;;x
6602;132;171;209;;x
6603;174;174;82;;x
6604;6;177;210;;x
6605;48;180;83;;x
6606;90;183;211;;x
6607;132;186;84;;x
6608;174;189;212;;x
6609;6;192;85;;x
6610;48;195;213;;x
6611;90;198;86;;x
6612;132;201;214;;x
6613;174;204;87;;x
6614;6;207;215;;x
6615;48;210;88;;x
6616;90;0;216;;x
6617;132;3;89;;x
6618;174;6;217;;x
6619;6;9;90;;x
6620;48;12;218;;x
6621;90;15;91;;x
6622;132;18;219;;x
6623;174;21;92;;x
6624;6;24;220;;x
6625;48;27;93;;x
6626;90;30;221;;x
6627;132;33;94;;x
6628;174;36;222;;x
6629;6;39;95;;x
6630;48;42;223;;x
6631;90;45;96;;x
6632;132;48;224;;x
6633;174;51;97;;x
6634;6;54;225;;x
6635;48;57;98;;x
6636;90;60;226;;x
6637;132;63;99;;x
6638;174;66;227;;x
6639;6;69;0;;x
6640;48;72;128;;x
6641;90;75;1;;x
6642;132;78;129;;x
6643;174;81;2;;x
6644;6;84;130;;x
6645;48;87;3;;x
6646;90;90;131;;x
6647;132;93;4;;x
6648;174;96;132;;x
6649;6;99;5;;x
6650;48;102;133;;x
6651;90;105;6;;x
6652;132;108;134;;x
6653;174;111;7;;x
6654;6;114;135;;x
6655;48;117;8;;x
6656;90;120;136;;x
6657;132;123;9;;x
6658;174;126;137;;x
6659;6;129;10;;x
6660;48;132;138;;x
6661;90;135;11;;x
6662;132;138;139;;x
6663;174;141;12;;x
6664;6;144;140;;x
6665;48;147;13;;x
6666;90;150;141;;x
6667;132;153;14;;x
6668;174;156;142;;x
6669;6;159;15;;x
6670;48;162;143;;x
6671;90;165;16;;x
6672;132;168;144;;x
6673;174;171;17;;x
6674;6;174;145;;x
6675;48;177;18;;x
6676;90;180;146;;x
6677;132;183;19;;x
6678;174;186;147;;x
6679;6;189;20;;x
6680;48;192;148;;x
6681;90;195;21;;x
6682;132;198;149;;x
6683;174;201;22;;x
6684;6;204;150;;x
6685;48;207;23;;x
6686;90;210;151;;x
6687;132;0;24;;x
6688;174;3;152;;x
6689;6;6;25;;x
6690;48;9;153;;x
6691;90;12;26;;x
6692;132;15;154;;x
6693;174;18;27;;x
6694;6;21;155;;x
6695;48;24;28;;x
6696;90;27;156;;x
6697;132;30;29;;x
6698;174;33;157;;x
6699;6;36;30;;x
6700;48;39;158;;x
6701;90;42;31;;x
6702;132;45;159;;x
6703;174;48;32;;x
6704;6;51;160;;x
6705;48;54;33;;x
6706;90;57;161;;x
6707;132;60;34;;x
6708;174;63;162;;x
6709;6;66;35;;x
6710;48;69;163;;x
6711;90;72;36;;x
6712;132;75;164;;x
6713;174;78;37;;x
6714;6;81;165;;x
6715;48;84;38;;x
6716;90;87;166;;x
6717;132;90;39;;x
6718;174;93;167;;x
6719;6;96;40;;x
6720;48;99;168;;x
6721;90;102;41;;x
6722;132;105;169;;x
6723;174;108;42;;x
6724;6;111;170;;x
6725;48;114;43;;x
6726;90;117;171;;x
6727;132;120;44;;x
6728;174;123;172;;x
6729;6;126;45;;x
6730;48;129;173;;x
6731;90;132;46;;x
6732;132;135;174;;x
6733;174;138;47;;x
6734;6;141;175;;x
6735;48;144;48;;x
6736;90;147;176;;x
6737;132;150;49;;x
6738;174;153;177;;x
6739;6;156;50;;x
6740;48;159;178;;x
6741;90;162;51;;x
6742;132;165;179;;x
6743;174;168;52;;x
6744;6;171;180;;x
6745;48;174;53;;x
6746;90;177;181;;x
6747;132;180;54;;x
6748;174;183;182;;x
6749;6;186;55;;x
6750;48;189;183;;x
6751;90;192;56;;x
6752;132;195;184;;x
6753;174;198;57;;x
6754;6;201;185;;x
6755;48;204;58;;x
6756;90;207;186;;x
6757;132;210;59;;x
6758;174;0;187;;x
6759;6;3;60;;x
6760;48;6;188;;x
6761;90;9;61;;x
6762;132;12;189;;x
6763;174;15;62;;x
6764;6;18;190;;x
6765;48;21;63;;x
6766;90;24;191;;x
6767;132;27;64;;x
6768;174;30;192;;x
6769;6;33;65;;x
6770;48;36;193;;x
6771;90;39;66;;x
6772;132;42;194;;x
6773;174;45;67;;x
6774;6;48;195;;x
6775;48;51;68;;x
6776;90;54;196;;x
6777;132;57;69;;x
6778;174;60;197;;x
6779;6;63;70;;x
6780;48;66;198;;x
6781;90;69;71;;x
6782;132;72;199;;x
6783;174;75;72;;x
6784;6;78;200;;x
6785;48;81;73;;x
6786;90;84;201;;x
6787;132;87;74;;x
6788;174;90;202;;x
6789;6;93;75;;x
6790;48;96;203;;x
6791;90;99;76;;x
6792;132;102;204;;x
6793;174;105;77;;x
6794;6;108;205;;x
6795;48;111;78;;x
6796;90;114;206;;x
6797;132;117;79;;x
6798;174;120;207;;x
6799;6;123;80;;x
6800;48;126;208;;x
6801;90;129;81;;x
6802;132;132;209;;x
6803;174;135;82;;x
6804;6;138;210;;x
6805;48;141;83;;x
6806;90;144;211;;x
6807;132;147;84;;x
6808;174;150;212;;x
6809;6;153;85;;x
6810;48;156;213;;x
6811;90;159;86;;x
6812;132;162;214;;x
6813;174;165;87;;x
6814;6;168;215;;x
6815;48;171;88;;x
6816;90;174;216;;x
6817;132;177;89;;x
6818;174;180;217;;x
6819;6;183;90;;x
6820;48;186;218;;x
6821;90;189;91;;x
6822;132;192;219;;x
6823;174;195;92;;x
6824;6;198;220;;x
6825;48;201;93;;x
6826;90;204;221;;x
6827;132;207;94;;x
6828;174;210;222;;x
6829;6;0;95;;x
6830;48;3;223;;x
6831;90;6;96;;x
6832;132;9;224;;x
6833;174;12;97;;x
6834;6;15;225;;x
6835;48;18;98;;x
6836;90;21;226;;x
6837;132;24;99;;x
6838;174;27;227;;x
6839;6;30;0;;x
6840;48;33;128;;x
6841;90;36;1;;x
6842;132;39;129;;x
6843;174;42;2;;x
6844;6;45;130;;x
6845;48;48;3;;x
6846;90;51;131;;x
6847;132;54;4;;x
6848;174;57;132;;x
6849;6;60;5;;x
6850;48;63;133;;x
6851;90;66;6;;x
6852;132;69;134;;x
6853;174;72;7;;x
6854;6;75;135;;x
6855;48;78;8;;x
6856;90;81;136;;x
6857;132;84;9;;x
6858;174;87;137;;x
6859;6;90;10;;x
6860;48;93;138;;x
6861;90;96;11;;x
6862;132;99;139;;x
6863;174;102;12;;x
6864;6;105;140;;x
6865;48;108;13;;x
6866;90;111;141;;x
6867;132;114;14;;x
6868;174;117;142;;x
6869;6;120;15;;x
6870;48;123;143;;x
6871;90;126;16;;x
6872;132;129;144;;x
6873;174;132;17;;x
6874;6;135;145;;x
6875;48;138;18;;x
6876;90;141;146;;x
6877;132;144;19;;x
6878;174;147;147;;x
6879;6;150;20;;x
6880;48;153;148;;x
6881;90;156;21;;x
6882;132;159;149;;x
6883;174;162;22;;x
6884;6;165;150;;x
6885;48;168;23;;x
6886;90;171;151;;x
6887;132;174;24;;x
6888;174;177;152;;x
6889;6;180;25;;x
6890;48;183;153;;x
6891;90;186;26;;x
6892;132;189;154;;x
6893;174;192;27;;x
6894;6;195;155;;x
6895;48;198;28;;x
6896;90;201;156;;x
6897;132;204;29;;x
6898;174;207;157;;x
6899;6;210;30;;x
6900;48;0;158;;x
6901;90;3;31;;x
6902;132;6;159;;x
6903;174;9;32;;x
6904;6;12;160;;x
6905;48;15;33;;x
6906;90;18;161;;x
6907;132;21;34;;x
6908;174;24;162;;x
6909;6;27;35;;x
6910;48;30;163;;x
6911;90;33;36;;x
6912;132;36;164;;x
6913;174;39;37;;x
6914;6;42;165;;x
6915;48;45;38;;x
6916;90;48;166;;x
6917;132;51;39;;x
6918;174;54;167;;x
6919;6;57;40;;x
6920;48;60;168;;x
6921;90;63;41;;x
6922;132;66;169;;x
6923;174;69;42;;x
6924;6;72;170;;x
6925;48;75;43;;x
6926;90;78;171;;x
6927;132;81;44;;x
6928;174;84;172;;x
6929;6;87;45;;x
6930;48;90;173;;x
6931;90;93;46;;x
6932;132;96;174;;x
6933;174;99;47;;x
6934;6;102;175;;x
6935;48;105;48;;x
6936;90;108;176;;x
6937;132;111;49;;x
6938;174;114;177;;x
6939;6;117;50;;x
6940;48;120;178;;x
6941;90;123;51;;x
6942;132;126;179;;x
6943;174;129;52;;x
6944;6;132;180;;x
6945;48;135;53;;x
6946;90;138;181;;x
6947;132;141;54;;x
6948;174;144;182;;x
6949;6;147;55;;x
6950;48;150;183;;x
6951;90;153;56;;x
6952;132;156;184;;x
6953;174;159;57;;x
6954;6;162;185;;x
6955;48;165;58;;x
6956;90;168;186;;x
6957;132;171;59;;x
6958;174;174;187;;x
6959;6;177;60;;x
6960;48;180;188;;x
6961;90;183;61;;x
6962;132;186;189;;x
6963;174;189;62;;x
6964;6;192;190;;x
6965;48;195;63;;x
6966;90;198;191;;x
6967;132;201;64;;x
6968;174;204;192;;x
6969;6;207;65;;x
6970;48;210;193;;x
6971;90;0;66;;x
6972;132;3;194;;x
6973;174;6;67;;x
6974;6;9;195;;x
6975;48;12;68;;x
6976;90;15;196;;x
6977;132;18;69;;x
6978;174;21;197;;x
6979;6;24;70;;x
6980;48;27;198;;x
6981;90;30;71;;x
6982;132;33;199;;x
6983;174;36;72;;x
6984;6;39;200;;x
6985;48;42;73;;x
6986;90;45;201;;x
6987;132;48;74;;x
6988;174;51;202;;x
6989;6;54;75;;x
6990;48;57;203;;x
6991;90;60;76;;x
6992;132;63;204;;x
6993;174;66;77;;x
6994;6;69;205;;x
6995;48;72;78;;x
6996;90;75;206;;x
6997;132;78;79;;x
6998;174;81;207;;x
6999;6;84;80;;x
7000;48;87;208;;x
7001;90;90;81;;x
7002;132;93;209;;x
7003;174;96;82;;x
7004;6;99;210;;x
7005;48;102;83;;x
7006;90;105;211;;x
7007;132;108;84;;x
7008;174;111;212;;x
7009;6;114;85;;x
7010;48;117;213;;x
7011;90;120;86;;x
7012;132;123;214;;x
7013;174;126;87;;x
7014;6;129;215;;x
7015;48;132;88;;x
7016;90;135;216;;x
7017;132;138;89;;x
7018;174;141;217;;x
7019;6;144;90;;x
7020;48;147;218;;x
7021;90;150;91;;x
7022;132;153;219;;x
7023;174;156;92;;x
7024;6;159;220;;x
7025;48;162;93;;x
7026;90;165;221;;x
7027;132;168;94;;x
7028;174;171;222;;x
7029;6;174;95;;x
7030;48;177;223;;x
7031;90;180;96;;x
7032;132;183;224;;x
7033;174;186;97;;x
7034;6;189;225;;x
7035;48;192;98;;x
7036;90;195;226;;x
7037;132;198;99;;x
7038;174;201;227;;x
7039;6;204;0;;x
7040;48;207;128;;x
7041;90;210;1;;x
7042;132;0;129;;x
7043;174;3;2;;x
7044;6;6;130;;x
7045;48;9;3;;x
7046;90;12;131;;x
7047;132;15;4;;x
7048;174;18;132;;x
7049;6;21;5;;x
7050;48;24;133;;x
7051;90;27;6;;x
7052;132;30;134;;x
7053;174;33;7;;x
7054;6;36;135;;x
7055;48;39;8;;x
7056;90;42;136;;x
7057;132;45;9;;x
7058;174;48;137;;x
7059;6;51;10;;x
7060;48;54;138;;x
7061;90;57;11;;x
7062;132;60;139;;x
7063;174;63;12;;x
7064;6;66;140;;x
7065;48;69;13;;x
7066;90;72;141;;x
7067;132;75;14;;x
7068;174;78;142;;x
7069;6;81;15;;x
7070;48;84;143;;x
7071;90;87;16;;x
7072;132;90;144;;x
7073;174;93;17;;x
7074;6;96;145;;x
7075;48;99;18;;x
7076;90;102;146;;x
7077;132;105;19;;x
7078;174;108;147;;x
7079;6;111;20;;x
7080;48;114;148;;x
7081;90;117;21;;x
7082;132;120;149;;x
7083;174;123;22;;x
7084;6;126;150;;x
7085;48;129;23;;x
7086;90;132;151;;x
7087;132;135;24;;x
7088;174;138;152;;x
7089;6;141;25;;x
7090;48;144;153;;x
7091;90;147;26;;x
7092;132;150;154;;x
7093;174;153;27;;x
7094;6;156;155;;x
7095;48;159;28;;x
7096;90;162;156;;x
7097;132;165;29;;x
7098;174;168;157;;x
7099;6;171;30;;x
7100;48;174;158;;x
7101;90;177;31;;x
7102;132;180;159;;x
7103;174;183;32;;x
7104;6;186;160;;x
7105;48;189;33;;x
7106;90;192;161;;x
7107;132;195;34;;x
7108;174;198;162;;x
7109;6;201;35;;x
7110;48;204;163;;x
7111;90;207;36;;x
7112;132;210;164;;x
7113;174;0;37;;x
7114;6;3;165;;x
7115;48;6;38;;x
7116;90;9;166;;x
7117;132;12;39;;x
7118;174;15;167;;x
7119;6;18;40;;x
7120;48;21;168;;x
7121;90;24;41;;x
7122;132;27;169;;x
7123;174;30;42;;x
7124;6;33;170;;x
7125;48;36;43;;x
7126;90;39;171;;x
7127;132;42;44;;x
7128;174;45;172;;x
7129;6;48;45;;x
7130;48;51;173;;x
7131;90;54;46;;x
7132;132;57;174;;x
7133;174;60;47;;x
7134;6;63;175;;x
7135;48;66;48;;x
7136;90;69;176;;x
7137;132;72;49;;x
7138;174;75;177;;x
7139;6;78;50;;x
7140;48;81;178;;x
7141;90;84;51;;x
7142;132;87;179;;x
7143;174;90;52;;x
7144;6;93;180;;x
7145;48;96;53;;x
7146;90;99;181;;x
7147;132;102;54;;x
7148;174;105;182;;x
7149;6;108;55;;x
7150;48;111;183;;x
7151;90;114;56;;x
7152;132;117;184;;x
7153;174;120;57;;x
7154;6;123;185;;x
7155;48;126;58;;x
7156;90;129;186;;x
7157;132;132;59;;x
7158;174;135;187;;x
7159;6;138;60;;x
7160;48;141;188;;x
7161;90;144;61;;x
7162;132;147;189;;x
7163;174;150;62;;x
7164;6;153;190;;x
7165;48;156;63;;x
7166;90;159;191;;x
7167;132;162;64;;x
7168;174;165;192;;x
7169;6;168;65;;x
7170;48;171;193;;x
7171;90;174;66;;x
7172;132;177;194;;x
7173;174;180;67;;x
7174;6;183;195;;x
7175;48;186;68;;x
7176;90;189;196;;x
7177;132;192;69;;x
7178;174;195;197;;x
7179;6;198;70;;x
7180;48;201;198;;x
7181;90;204;71;;x
7182;132;207;199;;x
7183;174;210;72;;x
7184;6;0;200;;x
7185;48;3;73;;x
7186;90;6;201;;x
7187;132;9;74;;x
7188;174;12;202;;x
7189;6;15;75;;x
7190;48;18;203;;x
7191;90;21;76;;x
7192;132;24;204;;x
7193;174;27;77;;x
7194;6;30;205;;x
7195;48;33;78;;x
7196;90;36;206;;x
7197;132;39;79;;x
7198;174;42;207;;x
7199;6;45;80;;x
7200;48;48;208;;x
7201;90;51;81;;x
7202;132;54;209;;x
7203;174;57;82;;x
7204;6;60;210;;x
7205;48;63;83;;x
7206;90;66;211;;x
7207;132;69;84;;x
7208;174;72;212;;x
7209;6;75;85;;x
7210;48;78;213;;x
7211;90;81;86;;x
7212;132;84;214;;x
7213;174;87;87;;x
7214;6;90;215;;x
7215;48;93;88;;x
7216;90;96;216;;x
7217;132;99;89;;x
7218;174;102;217;;x
7219;6;105;90;;x
7220;48;108;218;;x
7221;90;111;91;;x
7222;132;114;219;;x
7223;174;117;92;;x
7224;6;120;220;;x
7225;48;123;93;;x
7226;90;126;221;;x
7227;132;129;94;;x
7228;174;132;222;;x
7229;6;135;95;;x
7230;48;138;223;;x
7231;90;141;96;;x
7232;132;144;224;;x
7233;174;147;97;;x
7234;6;150;225;;x
7235;48;153;98;;x
7236;90;156;226;;x
7237;132;159;99;;x
7238;174;162;227;;x
7239;6;165;0;;x
7240;48;168;128;;x
7241;90;171;1;;x
7242;132;174;129;;x
7243;174;177;2;;x
7244;6;180;130;;x
7245;48;183;3;;x
7246;90;186;131;;x
7247;132;189;4;;x
7248;174;192;132;;x
7249;6;195;5;;x
7250;48;198;133;;x
7251;90;201;6;;x
7252;132;204;134;;x
7253;174;207;7;;x
7254;6;210;135;;x
7255;48;0;8;;x
7256;90;3;136;;x
7257;132;6;9;;x
7258;174;9;137;;x
7259;6;12;10;;x
7260;48;15;138;;x
7261;90;18;11;;x
7262;132;21;139;;x
7263;174;24;12;;x
7264;6;27;140;;x
7265;48;30;13;;x
7266;90;33;141;;x
7267;132;36;14;;x
7268;174;39;142;;x
7269;6;42;15;;x
7270;48;45;143;;x
7271;90;48;16;;x
7272;132;51;144;;x
7273;174;54;17;;x
7274;6;57;145;;x
7275;48;60;18;;x
7276;90;63;146;;x
7277;132;66;19;;x
7278;174;69;147;;x
7279;6;72;20;;x
7280;48;75;148;;x
7281;90;78;21;;x
7282;132;81;149;;x
7283;174;84;22;;x
7284;6;87;150;;x
7285;48;90;23;;x
7286;90;93;151;;x
7287;132;96;24;;x
7288;174;99;152;;x
7289;6;102;25;;x
7290;48;105;153;;x
7291;90;108;26;;x
7292;132;111;154;;x
7293;174;114;27;;x
7294;6;117;155;;x
7295;48;120;28;;x
7296;90;123;156;;x
7297;132;126;29;;x
7298;174;129;157;;x
7299;6;132;30;;x
7300;48;135;158;;x
7301;90;138;31;;x
7302;132;141;159;;x
7303;174;144;32;;x
7304;6;147;160;;x
7305;48;150;33;;x
7306;90;153;161;;x
7307;132;156;34;;x
7308;174;159;162;;x
7309;6;162;35;;x
7310;48;165;163;;x
7311;90;168;36;;x
7312;132;171;164;;x
7313;174;174;37;;x
7314;6;177;165;;x
7315;48;180;38;;x
7316;90;183;166;;x
7317;132;186;39;;x
7318;174;189;167;;x
7319;6;192;40;;x
7320;48;195;168;;x
7321;90;198;41;;x
7322;132;201;169;;x
7323;174;204;42;;x
7324;6;207;170;;x
7325;48;210;43;;x
7326;90;0;171;;x
7327;132;3;44;;x
7328;174;6;172;;x
7329;6;9;45;;x
7330;48;12;173;;x
7331;90;15;46;;x
7332;132;18;174;;x
7333;174;21;47;;x
7334;6;24;175;;x
7335;48;27;48;;x
7336;90;30;176;;x
7337;132;33;49;;x
7338;174;36;177;;x
7339;6;39;50;;x
7340;48;42;178;;x
7341;90;45;51;;x
7342;132;48;179;;x
7343;174;51;52;;x
7344;6;54;180;;x
7345;48;57;53;;x
7346;90;60;181;;x
7347;132;63;54;;x
7348;174;66;182;;x
7349;6;69;55;;x
7350;48;72;183;;x
7351;90;75;56;;x
7352;132;78;184;;x
7353;174;81;57;;x
7354;6;84;185;;x
7355;48;87;58;;x
7356;90;90;186;;x
7357;132;93;59;;x
7358;174;96;187;;x
7359;6;99;60;;x
7360;48;102;188;;x
7361;90;105;61;;x
7362;132;108;189;;x
7363;174;111;62;;x
7364;6;114;190;;x
7365;48;117;63;;x
7366;90;120;191;;x
7367;132;123;64;;x
7368;174;126;192;;x
7369;6;129;65;;x
7370;48;132;193;;x
7371;90;135;66;;x
7372;132;138;194;;x
7373;174;141;67;;x
7374;6;144;195;;x
7375;48;147;68;;x
7376;90;150;196;;x
7377;132;153;69;;x
7378;174;156;197;;x
7379;6;159;70;;x
7380;48;162;198;;x
7381;90;165;71;;x
7382;132;168;199;;x
7383;174;171;72;;x
7384;6;174;200;;x
7385;48;177;73;;x
7386;90;180;201;;x
7387;132;183;74;;x
7388;174;186;202;;x
7389;6;189;75;;x
7390;48;192;203;;x
7391;90;195;76;;x
7392;132;198;204;;x
7393;174;201;77;;x
7394;6;204;205;;x
7395;48;207;78;;x
7396;90;210;206;;x
7397;132;0;79;;x
7398;174;3;207;;x
7399;6;6;80;;x
7400;48;9;208;;x
7401;90;12;81;;x
7402;132;15;209;;x
7403;174;18;82;;x
7404;6;21;210;;x
7405;48;24;83;;x
7406;90;27;211;;x
7407;132;30;84;;x
7408;174;33;212;;x
7409;6;36;85;;x
7410;48;39;213;;x
7411;90;42;86;;x
7412;132;45;214;;x
7413;174;48;87;;x
7414;6;51;215;;x
7415;48;54;88;;x
7416;90;57;216;;x
7417;132;60;89;;x
7418;174;63;217;;x
7419;6;66;90;;x
7420;48;69;218;;x
7421;90;72;91;;x
7422;132;75;219;;x
7423;174;78;92;;x
7424;6;81;220;;x
7425;48;84;93;;x
7426;90;87;221;;x
7427;132;90;94;;x
7428;174;93;222;;x
7429;6;96;95;;x
7430;48;99;223;;x
7431;90;102;96;;x
7432;132;105;224;;x
7433;174;108;97;;x
7434;6;111;225;;x
7435;48;114;98;;x
7436;90;117;226;;x
7437;132;120;99;;x
7438;174;123;227;;x
7439;7;126;0;;x
7440;49;129;128;;x
7441;91;132;1;;x
7442;133;135;129;;x
7443;175;138;2;;x
7444;7;141;130;;x
7445;49;144;3;;x
7446;91;147;131;;x
7447;133;150;4;;x
7448;175;153;132;;x
7449;7;156;5;;x
7450;49;159;133;;x
7451;91;162;6;;x
7452;133;165;134;;x
7453;175;168;7;;x
7454;7;171;135;;x
7455;49;174;8;;x
7456;91;177;136;;x
7457;133;180;9;;x
7458;175;183;137;;x
7459;7;186;10;;x
7460;49;189;138;;x
7461;91;192;11;;x
7462;133;195;139;;x
7463;175;198;12;;x
7464;7;201;140;;x
7465;49;204;13;;x
7466;91;207;141;;x
7467;133;210;14;;x
7468;175;0;142;;x
7469;7;3;15;;x
7470;49;6;143;;x
7471;91;9;16;;x
7472;133;12;144;;x
7473;175;15;17;;x
7474;7;18;145;;x
7475;49;21;18;;x
7476;91;24;146;;x
7477;133;27;19;;x
7478;175;30;147;;x
7479;7;33;20;;x
7480;49;36;148;;x
7481;91;39;21;;x
7482;133;42;149;;x
7483;175;45;22;;x
7484;7;48;150;;x
7485;49;51;23;;x
7486;91;54;151;;x
7487;133;57;24;;x
7488;175;60;152;;x
7489;7;63;25;;x
7490;49;66;153;;x
7491;91;69;26;;x
7492;133;72;154;;x
7493;175;75;27;;x
7494;7;78;155;;x
7495;49;81;28;;x
7496;91;84;156;;x
7497;133;87;29;;x
7498;175;90;157;;x
7499;7;93;30;;x
7500;49;96;158;;x
7501;91;99;31;;x
7502;133;102;159;;x
7503;175;105;32;;x
7504;7;108;160;;x
7505;49;111;33;;x
7506;91;114;161;;x
7507;133;117;34;;x
7508;175;120;162;;x
7509;7;123;35;;x
7510;49;126;163;;x
7511;91;129;36;;x
7512;133;132;164;;x
7513;175;135;37;;x
7514;7;138;165;;x
7515;49;141;38;;x
7516;91;144;166;;x
7517;133;147;39;;x
7518;175;150;167;;x
7519;7;153;40;;x
7520;49;156;168;;x
7521;91;159;41;;x
7522;133;162;169;;x
7523;175;165;42;;x
7524;7;168;170;;x
7525;49;171;43;;x
7526;91;174;171;;x
7527;133;177;44;;x
7528;175;180;172;;x
7529;7;183;45;;x
7530;49;186;173;;x
7531;91;189;46;;x
7532;133;192;174;;x
7533;175;195;47;;x
7534;7;198;175;;x
7535;49;201;48;;x
7536;91;204;176;;x
7537;133;207;49;;x
7538;175;210;177;;x
7539;7;0;50;;x
7540;49;3;178;;x
7541;91;6;51;;x
7542;133;9;179;;x
7543;175;12;52;;x
7544;7;15;180;;x
7545;49;18;53;;x
7546;91;21;181;;x
7547;133;24;54;;x
7548;175;27;182;;x
7549;7;30;55;;x
7550;49;33;183;;x
7551;91;36;56;;x
7552;133;39;184;;x
7553;175;42;57;;x
7554;7;45;185;;x
7555;49;48;58;;x
7556;91;51;186;;x
7557;133;54;59;;x
7558;175;57;187;;x
7559;7;60;60;;x
7560;49;63;188;;x
7561;91;66;61;;x
7562;133;69;189;;x
7563;175;72;62;;x
7564;7;75;190;;x
7565;49;78;63;;x
7566;91;81;191;;x
7567;133;84;64;;x
7568;175;87;192;;x
7569;7;90;65;;x
7570;49;93;193;;x
7571;91;96;66;;x
7572;133;99;194;;x
7573;175;102;67;;x
7574;7;105;195;;x
7575;49;108;68;;x
7576;91;111;196;;x
7577;133;114;69;;x
7578;175;117;197;;x
7579;7;120;70;;x
7580;49;123;198;;x
7581;91;126;71;;x
7582;133;129;199;;x
7583;175;132;72;;x
7584;7;135;200;;x
7585;49;138;73;;x
7586;91;141;201;;x
7587;133;144;74;;x
7588;175;147;202;;x
7589;7;150;75;;x
7590;49;153;203;;x
7591;91;156;76;;x
7592;133;159;204;;x
7593;175;162;77;;x
7594;7;165;205;;x
7595;49;168;78;;x
7596;91;171;206;;x
7597;133;174;79;;x
7598;175;177;207;;x
7599;7;180;80;;x
7600;49;183;208;;x
7601;91;186;81;;x
7602;133;189;209;;x
7603;175;192;82;;x
7604;7;195;210;;x
7605;49;198;83;;x
7606;91;201;211;;x
7607;133;204;84;;x
7608;175;207;212;;x
7609;7;210;85;;x
7610;49;0;213;;x
7611;91;3;86;;x
7612;133;6;214;;x
7613;175;9;87;;x
7614;7;12;215;;x
7615;49;15;88;;x
7616;91;18;216;;x
