province;red;green;blue;x;x;
7369;7;171;85;;x;
7370;49;174;213;;x;
7371;91;177;86;;x;
7372;133;180;214;;x;
7373;175;183;87;;x;
7374;7;186;215;;x;
7375;49;189;88;;x;
7376;91;192;216;;x;
7377;133;195;89;;x;
7378;175;198;217;;x;
7379;7;201;90;;x;
7380;49;204;218;;x;
7381;91;207;91;;x;
7382;133;210;219;;x;
7383;175;0;92;;x;
7384;7;3;220;;x;
7385;49;6;93;;x;
7386;91;9;221;;x;
7387;133;12;94;;x;
7388;175;15;222;;x;
7389;7;18;95;;x;
7390;49;21;223;;x;
7391;91;24;96;;x;
7392;133;27;224;;x;
7393;175;30;97;;x;
7394;7;33;225;;x;
7395;49;36;98;;x;
7396;91;39;226;;x;
7397;133;42;99;;x;
7398;175;45;227;;x;
7399;7;48;0;;x;
7400;49;51;128;;x;
7401;91;54;1;;x;
7402;133;57;129;;x;
7403;175;60;2;;x;
7404;7;63;130;;x;
7405;49;66;3;;x;
7406;91;69;131;;x;
7407;133;72;4;;x;
7408;175;75;132;;x;
7409;7;78;5;;x;
7410;49;81;133;;x;
7411;91;84;6;;x;
7412;133;87;134;;x;
7413;175;90;7;;x;
7414;7;93;135;;x;
7415;49;96;8;;x;
7416;91;99;136;;x;
7417;133;102;9;;x;
7418;175;105;137;;x;
7419;7;108;10;;x;
7420;49;111;138;;x;
7421;91;114;11;;x;
7422;133;117;139;;x;
7423;175;120;12;;x;
7424;7;123;140;;x;
7425;49;126;13;;x;
7426;91;129;141;;x;
7427;133;132;14;;x;
7428;175;135;142;;x;
7429;7;138;15;;x;
7430;49;141;143;;x;
7431;91;144;16;;x;
7432;133;147;144;;x;
7433;175;150;17;;x;
7434;7;153;145;;x;
7435;49;156;18;;x;
7436;91;159;146;;x;
7437;133;162;19;;x;
7438;175;165;147;;x;
7439;7;168;20;;x;
7440;49;171;148;;x;
7441;91;174;21;;x;
7442;133;177;149;;x;
7443;175;180;22;;x;
7444;7;183;150;;x;
7445;49;186;23;;x;
7446;91;189;151;;x;
7447;133;192;24;;x;
7448;175;195;152;;x;
7449;7;198;25;;x;
7450;49;201;153;;x;
7451;91;204;26;;x;
7452;133;207;154;;x;
7453;175;210;27;;x;
7454;7;0;155;;x;
7455;49;3;28;;x;
7456;91;6;156;;x;
7457;133;9;29;;x;
7458;175;12;157;;x;
7459;7;15;30;;x;
7460;49;18;158;;x;
7461;91;21;31;;x;
7462;133;24;159;;x;
7463;175;27;32;;x;
7464;7;30;160;;x;
7465;49;33;33;;x;
7466;91;36;161;;x;
7467;133;39;34;;x;
7468;175;42;162;;x;
7469;7;45;35;;x;
7470;49;48;163;;x;
7471;91;51;36;;x;
7472;133;54;164;;x;
7473;175;57;37;;x;
7474;7;60;165;;x;
7475;49;63;38;;x;
7476;91;66;166;;x;
7477;133;69;39;;x;
7478;175;72;167;;x;
7479;7;75;40;;x;
7480;49;78;168;;x;
7481;91;81;41;;x;
7482;133;84;169;;x;
7483;175;87;42;;x;
7484;7;90;170;;x;
7485;49;93;43;;x;
7486;91;96;171;;x;
7487;133;99;44;;x;
7488;175;102;172;;x;
7489;7;105;45;;x;
7490;49;108;173;;x;
7491;91;111;46;;x;
7492;133;114;174;;x;
7493;175;117;47;;x;
7494;7;120;175;;x;
7495;49;123;48;;x;
7496;91;126;176;;x;
7497;133;129;49;;x;
7498;175;132;177;;x;
7499;7;135;50;;x;
7500;49;138;178;;x;
7501;91;141;51;;x;
7502;133;144;179;;x;
7503;175;147;52;;x;
7504;7;150;180;;x;
7505;49;153;53;;x;
7506;91;156;181;;x;
7507;133;159;54;;x;
7508;175;162;182;;x;
7509;7;165;55;;x;
7510;49;168;183;;x;
7511;91;171;56;;x;
7512;133;174;184;;x;
7513;175;177;57;;x;
7514;7;180;185;;x;
7515;49;183;58;;x;
7516;91;186;186;;x;
7517;133;189;59;;x;
7518;175;192;187;;x;
7519;7;195;60;;x;
7520;49;198;188;;x;
7521;91;201;61;;x;
7522;133;204;189;;x;
7523;175;207;62;;x;
7524;7;210;190;;x;
7525;49;0;63;;x;
7526;91;3;191;;x;
7527;133;6;64;;x;
7528;175;9;192;;x;
7529;7;12;65;;x;
7530;49;15;193;;x;
7531;91;18;66;;x;
7532;133;21;194;;x;
7533;175;24;67;;x;
7534;7;27;195;;x;
7535;49;30;68;;x;
7536;91;33;196;;x;
7537;133;36;69;;x;
7538;175;39;197;;x;
7539;7;42;70;;x;
7540;49;45;198;;x;
7541;91;48;71;;x;
7542;133;51;199;;x;
7543;175;54;72;;x;
7544;7;57;200;;x;
7545;49;60;73;;x;
7546;91;63;201;;x;
7547;133;66;74;;x;
7548;175;69;202;;x;
7549;7;72;75;;x;
7550;49;75;203;;x;
7551;91;78;76;;x;
7552;133;81;204;;x;
7553;175;84;77;;x;
7554;7;87;205;;x;
7555;49;90;78;;x;
7556;91;93;206;;x;
7557;133;96;79;;x;
7558;175;99;207;;x;
7559;7;102;80;;x;
7560;49;105;208;;x;
7561;91;108;81;;x;
7562;133;111;209;;x;
7563;175;114;82;;x;
7564;7;117;210;;x;
7565;49;120;83;;x;
7566;91;123;211;;x;
7567;133;126;84;;x;
7568;175;129;212;;x;
7569;7;132;85;;x;
7570;49;135;213;;x;
7571;91;138;86;;x;
7572;133;141;214;;x;
7573;175;144;87;;x;
7574;7;147;215;;x;
7575;49;150;88;;x;
7576;91;153;216;;x;
7577;133;156;89;;x;
7578;175;159;217;;x;
7579;7;162;90;;x;
7580;49;165;218;;x;
7581;91;168;91;;x;
7582;133;171;219;;x;
7583;175;174;92;;x;
7584;7;177;220;;x;
7585;49;180;93;;x;
7586;91;183;221;;x;
7587;133;186;94;;x;
7588;175;189;222;;x;
7589;7;192;95;;x;
7590;49;195;223;;x;
7591;91;198;96;;x;
7592;133;201;224;;x;
7593;175;204;97;;x;
7594;7;207;225;;x;
7595;49;210;98;;x;
7596;91;0;226;;x;
7597;133;3;99;;x;
7598;175;6;227;;x;
7599;7;9;0;;x;
7600;49;12;128;;x;
7601;91;15;1;;x;
7602;133;18;129;;x;
7603;175;21;2;;x;
7604;7;24;130;;x;
7605;49;27;3;;x;
7606;91;30;131;;x;
7607;133;33;4;;x;
7608;175;36;132;;x;
7609;7;39;5;;x;
7610;49;42;133;;x;
7611;91;45;6;;x;
7612;133;48;134;;x;
7613;175;51;7;;x;
7614;7;54;135;;x;
7615;49;57;8;;x;
7616;91;60;136;;x;
7617;133;63;9;;x;
7618;175;66;137;;x;
7619;7;69;10;;x;
7620;49;72;138;;x;
7621;91;75;11;;x;
7622;133;78;139;;x;
7623;175;81;12;;x;
7624;7;84;140;;x;
7625;49;87;13;;x;
7626;91;90;141;;x;
7627;133;93;14;;x;
7628;175;96;142;;x;
7629;7;99;15;;x;
7630;49;102;143;;x;
7631;91;105;16;;x;
7632;133;108;144;;x;
7633;175;111;17;;x;
7634;7;114;145;;x;
7635;49;117;18;;x;
7636;91;120;146;;x;
7637;133;123;19;;x;
7638;175;126;147;;x;
7639;7;129;20;;x;
7640;49;132;148;;x;
7641;91;135;21;;x;
7642;133;138;149;;x;
7643;175;141;22;;x;
7644;7;144;150;;x;
7645;49;147;23;;x;
7646;91;150;151;;x;
7647;133;153;24;;x;
7648;175;156;152;;x;
7649;7;159;25;;x;
7650;49;162;153;;x;
7651;91;165;26;;x;
7652;133;168;154;;x;
7653;175;171;27;;x;
7654;7;174;155;;x;
7655;49;177;28;;x;
7656;91;180;156;;x;
7657;133;183;29;;x;
7658;175;186;157;;x;
7659;7;189;30;;x;
7660;49;192;158;;x;
7661;91;195;31;;x;
7662;133;198;159;;x;
7663;175;201;32;;x;
7664;7;204;160;;x;
7665;49;207;33;;x;
7666;91;210;161;;x;
7667;133;0;34;;x;
7668;175;3;162;;x;
7669;7;6;35;;x;
7670;49;9;163;;x;
7671;91;12;36;;x;
7672;133;15;164;;x;
7673;175;18;37;;x;
7674;7;21;165;;x;
7675;49;24;38;;x;
7676;91;27;166;;x;
7677;133;30;39;;x;
7678;175;33;167;;x;
7679;7;36;40;;x;
7680;49;39;168;;x;
7681;91;42;41;;x;
7682;133;45;169;;x;
7683;175;48;42;;x;
7684;7;51;170;;x;
7685;49;54;43;;x;
7686;91;57;171;;x;
7687;133;60;44;;x;
7688;175;63;172;;x;
7689;7;66;45;;x;
7690;49;69;173;;x;
7691;91;72;46;;x;
7692;133;75;174;;x;
7693;175;78;47;;x;
7694;7;81;175;;x;
7695;49;84;48;;x;
7696;91;87;176;;x;
7697;133;90;49;;x;
7698;175;93;177;;x;
7699;7;96;50;;x;
7700;49;99;178;;x;
7701;91;102;51;;x;
7702;133;105;179;;x;
7703;175;108;52;;x;
7704;7;111;180;;x;
7705;49;114;53;;x;
7706;91;117;181;;x;
7707;133;120;54;;x;
7708;175;123;182;;x;
7709;7;126;55;;x;
7710;49;129;183;;x;
7711;91;132;56;;x;
7712;133;135;184;;x;
7713;175;138;57;;x;
7714;7;141;185;;x;
7715;49;144;58;;x;
7716;91;147;186;;x;
7717;133;150;59;;x;
7718;175;153;187;;x;
7719;7;156;60;;x;
7720;49;159;188;;x;
7721;91;162;61;;x;
7722;133;165;189;;x;
7723;175;168;62;;x;
7724;7;171;190;;x;
7725;49;174;63;;x;
7726;91;177;191;;x;
7727;133;180;64;;x;
7728;175;183;192;;x;
7729;7;186;65;;x;
7730;49;189;193;;x;
7731;91;192;66;;x;
7732;133;195;194;;x;
7733;175;198;67;;x;
7734;7;201;195;;x;
7735;49;204;68;;x;
7736;91;207;196;;x;
7737;133;210;69;;x;
7738;175;0;197;;x;
7739;7;3;70;;x;
7740;49;6;198;;x;
7741;91;9;71;;x;
7742;133;12;199;;x;
7743;175;15;72;;x;
7744;7;18;200;;x;
7745;49;21;73;;x;
7746;91;24;201;;x;
7747;133;27;74;;x;
7748;175;30;202;;x;
7749;7;33;75;;x;
7750;49;36;203;;x;
7751;91;39;76;;x;
7752;133;42;204;;x;
7753;175;45;77;;x;
7754;7;48;205;;x;
7755;49;51;78;;x;
7756;91;54;206;;x;
7757;133;57;79;;x;
7758;175;60;207;;x;
7759;7;63;80;;x;
7760;49;66;208;;x;
7761;91;69;81;;x;
7762;133;72;209;;x;
7763;175;75;82;;x;
7764;7;78;210;;x;
7765;49;81;83;;x;
7766;91;84;211;;x;
7767;133;87;84;;x;
7768;175;90;212;;x;
7769;7;93;85;;x;
7770;49;96;213;;x;
7771;91;99;86;;x;
7772;133;102;214;;x;
7773;175;105;87;;x;
7774;7;108;215;;x;
7775;49;111;88;;x;
7776;91;114;216;;x;
7777;133;117;89;;x;
7778;175;120;217;;x;
7779;7;123;90;;x;
7780;49;126;218;;x;
7781;91;129;91;;x;
7782;133;132;219;;x;
7783;175;135;92;;x;
7784;7;138;220;;x;
7785;49;141;93;;x;
7786;91;144;221;;x;
7787;133;147;94;;x;
7788;175;150;222;;x;
7789;7;153;95;;x;
7790;49;156;223;;x;
7791;91;159;96;;x;
7792;133;162;224;;x;
7793;175;165;97;;x;
7794;7;168;225;;x;
7795;49;171;98;;x;
7796;91;174;226;;x;
7797;133;177;99;;x;
7798;175;180;227;;x;
7799;7;183;0;;x;
7800;49;186;128;;x;
7801;91;189;1;;x;
7802;133;192;129;;x;
7803;175;195;2;;x;
7804;7;198;130;;x;
7805;49;201;3;;x;
7806;91;204;131;;x;
7807;133;207;4;;x;
7808;175;210;132;;x;
7809;7;0;5;;x;
7810;49;3;133;;x;
7811;91;6;6;;x;
7812;133;9;134;;x;
7813;175;12;7;;x;
7814;7;15;135;;x;
7815;49;18;8;;x;
7816;91;21;136;;x;
7817;133;24;9;;x;
7818;175;27;137;;x;
7819;7;30;10;;x;
7820;49;33;138;;x;
7821;91;36;11;;x;
7822;133;39;139;;x;
7823;175;42;12;;x;
7824;7;45;140;;x;
7825;49;48;13;;x;
7826;91;51;141;;x;
7827;133;54;14;;x;
7828;175;57;142;;x;
7829;7;60;15;;x;
7830;49;63;143;;x;
7831;91;66;16;;x;
7832;133;69;144;;x;
7833;175;72;17;;x;
7834;7;75;145;;x;
7835;49;78;18;;x;
7836;91;81;146;;x;
7837;133;84;19;;x;
7838;175;87;147;;x;
7839;7;90;20;;x;
7840;49;93;148;;x;
7841;91;96;21;;x;
7842;133;99;149;;x;
7843;175;102;22;;x;
7844;7;105;150;;x;
7845;49;108;23;;x;
7846;91;111;151;;x;
7847;133;114;24;;x;
7848;175;117;152;;x;
7849;7;120;25;;x;
7850;49;123;153;;x;
7851;91;126;26;;x;
7852;133;129;154;;x;
7853;175;132;27;;x;
7854;7;135;155;;x;
7855;49;138;28;;x;
7856;91;141;156;;x;
7857;133;144;29;;x;
7858;175;147;157;;x;
7859;7;150;30;;x;
7860;49;153;158;;x;
7861;91;156;31;;x;
7862;133;159;159;;x;
7863;175;162;32;;x;
7864;7;165;160;;x;
7865;49;168;33;;x;
7866;91;171;161;;x;
7867;133;174;34;;x;
7868;175;177;162;;x;
7869;7;180;35;;x;
7870;49;183;163;;x;
7871;91;186;36;;x;
7872;133;189;164;;x;
7873;175;192;37;;x;
7874;7;195;165;;x;
7875;49;198;38;;x;
7876;91;201;166;;x;
7877;133;204;39;;x;
7878;175;207;167;;x;
7879;7;210;40;;x;
7880;49;0;168;;x;
7881;91;3;41;;x;
7882;133;6;169;;x;
7883;175;9;42;;x;
7884;7;12;170;;x;
7885;49;15;43;;x;
7886;91;18;171;;x;
7887;133;21;44;;x;
7888;175;24;172;;x;
7889;7;27;45;;x;
7890;49;30;173;;x;
7891;91;33;46;;x;
7892;133;36;174;;x;
7893;175;39;47;;x;
7894;7;42;175;;x;
7895;49;45;48;;x;
7896;91;48;176;;x;
7897;133;51;49;;x;
7898;175;54;177;;x;
7899;7;57;50;;x;
7900;49;60;178;;x;
7901;91;63;51;;x;
7902;133;66;179;;x;
7903;175;69;52;;x;
7904;7;72;180;;x;
7905;49;75;53;;x;
7906;91;78;181;;x;
7907;133;81;54;;x;
7908;175;84;182;;x;
7909;7;87;55;;x;
7910;49;90;183;;x;
7911;91;93;56;;x;
7912;133;96;184;;x;
7913;175;99;57;;x;
7914;7;102;185;;x;
7915;49;105;58;;x;
7916;91;108;186;;x;
7917;133;111;59;;x;
7918;175;114;187;;x;
7919;7;117;60;;x;
7920;49;120;188;;x;
7921;91;123;61;;x;
7922;133;126;189;;x;
7923;175;129;62;;x;
7924;7;132;190;;x;
7925;49;135;63;;x;
7926;91;138;191;;x;
7927;133;141;64;;x;
7928;175;144;192;;x;
7929;7;147;65;;x;
7930;49;150;193;;x;
7931;91;153;66;;x;
7932;133;156;194;;x;
7933;175;159;67;;x;
7934;7;162;195;;x;
7935;49;165;68;;x;
7936;91;168;196;;x;
7937;133;171;69;;x;
7938;175;174;197;;x;
7939;7;177;70;;x;
7940;49;180;198;;x;
7941;91;183;71;;x;
7942;133;186;199;;x;
7943;175;189;72;;x;
7944;7;192;200;;x;
7945;49;195;73;;x;
7946;91;198;201;;x;
7947;133;201;74;;x;
7948;175;204;202;;x;
7949;7;207;75;;x;
7950;49;210;203;;x;
7951;91;0;76;;x;
7952;133;3;204;;x;
7953;175;6;77;;x;
7954;7;9;205;;x;
7955;49;12;78;;x;
7956;91;15;206;;x;
7957;133;18;79;;x;
7958;175;21;207;;x;
7959;7;24;80;;x;
7960;49;27;208;;x;
7961;91;30;81;;x;
7962;133;33;209;;x;
7963;175;36;82;;x;
7964;7;39;210;;x;
7965;49;42;83;;x;
7966;91;45;211;;x;
7967;133;48;84;;x;
7968;175;51;212;;x;
7969;7;54;85;;x;
7970;49;57;213;;x;
7971;91;60;86;;x;
7972;133;63;214;;x;
7973;175;66;87;;x;
7974;7;69;215;;x;
7975;49;72;88;;x;
7976;91;75;216;;x;
7977;133;78;89;;x;
7978;175;81;217;;x;
7979;7;84;90;;x;
7980;49;87;218;;x;
7981;91;90;91;;x;
7982;133;93;219;;x;
7983;175;96;92;;x;
7984;7;99;220;;x;
7985;49;102;93;;x;
7986;91;105;221;;x;
7987;133;108;94;;x;
7988;175;111;222;;x;
7989;7;114;95;;x;
7990;49;117;223;;x;
7991;91;120;96;;x;
7992;133;123;224;;x;
7993;175;126;97;;x;
7994;7;129;225;;x;
7995;49;132;98;;x;
7996;91;135;226;;x;
7997;133;138;99;;x;
7998;175;141;227;;x;
7999;8;144;0;;x;
8000;50;147;128;;x;
8001;92;150;1;;x;
8002;134;153;129;;x;
8003;176;156;2;;x;
8004;8;159;130;;x;
8005;50;162;3;;x;
8006;92;165;131;;x;
8007;134;168;4;;x;
8008;176;171;132;;x;
8009;8;174;5;;x;
8010;50;177;133;;x;
8011;92;180;6;;x;
8012;134;183;134;;x;
8013;176;186;7;;x;
8014;8;189;135;;x;
8015;50;192;8;;x;
8016;92;195;136;;x;
8017;134;198;9;;x;
8018;176;201;137;;x;
8019;8;204;10;;x;
8020;50;207;138;;x;
8021;92;210;11;;x;
8022;134;0;139;;x;
8023;176;3;12;;x;
8024;8;6;140;;x;
8025;50;9;13;;x;
8026;92;12;141;;x;
8027;134;15;14;;x;
8028;176;18;142;;x;
8029;8;21;15;;x;
8030;50;24;143;;x;
8031;92;27;16;;x;
8032;134;30;144;;x;
8033;176;33;17;;x;
8034;8;36;145;;x;
8035;50;39;18;;x;
8036;92;42;146;;x;
8037;134;45;19;;x;
8038;176;48;147;;x;
8039;8;51;20;;x;
8040;50;54;148;;x;
8041;92;57;21;;x;
8042;134;60;149;;x;
8043;176;63;22;;x;
8044;8;66;150;;x;
8045;50;69;23;;x;
8046;92;72;151;;x;
8047;134;75;24;;x;
8048;176;78;152;;x;
8049;8;81;25;;x;
8050;50;84;153;;x;
8051;92;87;26;;x;
8052;134;90;154;;x;
8053;176;93;27;;x;
8054;8;96;155;;x;
8055;50;99;28;;x;
8056;92;102;156;;x;
8057;134;105;29;;x;
8058;176;108;157;;x;
8059;8;111;30;;x;
8060;50;114;158;;x;
8061;92;117;31;;x;
8062;134;120;159;;x;
8063;176;123;32;;x;
8064;8;126;160;;x;
8065;50;129;33;;x;
8066;92;132;161;;x;
8067;134;135;34;;x;
8068;176;138;162;;x;
8069;8;141;35;;x;
8070;50;144;163;;x;
8071;92;147;36;;x;
8072;134;150;164;;x;
8073;176;153;37;;x;
8074;8;156;165;;x;
8075;50;159;38;;x;
8076;92;162;166;;x;
8077;134;165;39;;x;
8078;176;168;167;;x;
8079;8;171;40;;x;
8080;50;174;168;;x;
8081;92;177;41;;x;
8082;134;180;169;;x;
8083;176;183;42;;x;
8084;8;186;170;;x;
8085;50;189;43;;x;
8086;92;192;171;;x;
8087;134;195;44;;x;
8088;176;198;172;;x;
8089;8;201;45;;x;
8090;50;204;173;;x;
8091;92;207;46;;x;
8092;134;210;174;;x;
8093;176;0;47;;x;
8094;8;3;175;;x;
8095;50;6;48;;x;
8096;92;9;176;;x;
8097;134;12;49;;x;
8098;176;15;177;;x;
8099;8;18;50;;x;
8100;50;21;178;;x;
8101;92;24;51;;x;
8102;134;27;179;;x;
8103;176;30;52;;x;
8104;8;33;180;;x;
8105;50;36;53;;x;
8106;92;39;181;;x;
8107;134;42;54;;x;
8108;176;45;182;;x;
8109;8;48;55;;x;
8110;50;51;183;;x;
8111;92;54;56;;x;
8112;134;57;184;;x;
8113;176;60;57;;x;
8114;8;63;185;;x;
8115;50;66;58;;x;
8116;92;69;186;;x;
8117;134;72;59;;x;
8118;176;75;187;;x;
8119;8;78;60;;x;
8120;50;81;188;;x;
8121;92;84;61;;x;
8122;134;87;189;;x;
8123;176;90;62;;x;
8124;8;93;190;;x;
8125;50;96;63;;x;
8126;92;99;191;;x;
8127;134;102;64;;x;
8128;176;105;192;;x;
8129;8;108;65;;x;
8130;50;111;193;;x;
8131;92;114;66;;x;
8132;134;117;194;;x;
8133;176;120;67;;x;
8134;8;123;195;;x;
8135;50;126;68;;x;
8136;92;129;196;;x;
8137;134;132;69;;x;
8138;176;135;197;;x;
8139;8;138;70;;x;
8140;50;141;198;;x;
8141;92;144;71;;x;
8142;134;147;199;;x;
8143;176;150;72;;x;
8144;8;153;200;;x;
8145;50;156;73;;x;
8146;92;159;201;;x;
8147;134;162;74;;x;
8148;176;165;202;;x;
8149;8;168;75;;x;
8150;50;171;203;;x;
8151;92;174;76;;x;
8152;134;177;204;;x;
8153;176;180;77;;x;
8154;8;183;205;;x;
8155;50;186;78;;x;
8156;92;189;206;;x;
8157;134;192;79;;x;
8158;176;195;207;;x;
8159;8;198;80;;x;
8160;50;201;208;;x;
8161;92;204;81;;x;
8162;134;207;209;;x;
8163;176;210;82;;x;
8164;8;0;210;;x;
8165;50;3;83;;x;
8166;92;6;211;;x;
8167;134;9;84;;x;
8168;176;12;212;;x;
8169;8;15;85;;x;
8170;50;18;213;;x;
8171;92;21;86;;x;
8172;134;24;214;;x;
8173;176;27;87;;x;
8174;8;30;215;;x;
8175;50;33;88;;x;
8176;92;36;216;;x;
8177;134;39;89;;x;
8178;176;42;217;;x;
8179;8;45;90;;x;
8180;50;48;218;;x;
8181;92;51;91;;x;
8182;134;54;219;;x;
8183;176;57;92;;x;
8184;8;60;220;;x;
8185;50;63;93;;x;
8186;92;66;221;;x;
8187;134;69;94;;x;
8188;176;72;222;;x;
8189;8;75;95;;x;
8190;50;78;223;;x;
8191;92;81;96;;x;
8192;134;84;224;;x;
8193;176;87;97;;x;
8194;8;90;225;;x;
8195;50;93;98;;x;
8196;92;96;226;;x;
8197;134;99;99;;x;
8198;176;102;227;;x;
8199;8;105;0;;x;
8200;50;108;128;;x;
8201;92;111;1;;x;
8202;134;114;129;;x;
8203;176;117;2;;x;
8204;8;120;130;;x;
8205;50;123;3;;x;
8206;92;126;131;;x;
8207;134;129;4;;x;
8208;176;132;132;;x;
8209;8;135;5;;x;
8210;50;138;133;;x;
8211;92;141;6;;x;
8212;134;144;134;;x;
8213;176;147;7;;x;
8214;8;150;135;;x;
8215;50;153;8;;x;
8216;92;156;136;;x;
8217;134;159;9;;x;
8218;176;162;137;;x;
8219;8;165;10;;x;
8220;50;168;138;;x;
8221;92;171;11;;x;
8222;134;174;139;;x;
8223;176;177;12;;x;
8224;8;180;140;;x;
8225;50;183;13;;x;
8226;92;186;141;;x;
8227;134;189;14;;x;
8228;176;192;142;;x;
8229;8;195;15;;x;
8230;50;198;143;;x;
8231;92;201;16;;x;
8232;134;204;144;;x;
8233;176;207;17;;x;
8234;8;210;145;;x;
8235;50;0;18;;x;
8236;92;3;146;;x;
8237;134;6;19;;x;
8238;176;9;147;;x;
8239;8;12;20;;x;
8240;50;15;148;;x;
8241;92;18;21;;x;
8242;134;21;149;;x;
8243;176;24;22;;x;
8244;8;27;150;;x;
8245;50;30;23;;x;
8246;92;33;151;;x;
8247;134;36;24;;x;
8248;176;39;152;;x;
8249;8;42;25;;x;
8250;50;45;153;;x;
8251;92;48;26;;x;
8252;134;51;154;;x;
8253;176;54;27;;x;
8254;8;57;155;;x;
8255;50;60;28;;x;
8256;92;63;156;;x;
8257;134;66;29;;x;
8258;176;69;157;;x;
8259;8;72;30;;x;
8260;50;75;158;;x;
8261;92;78;31;;x;
8262;134;81;159;;x;
8263;176;84;32;;x;
8264;8;87;160;;x;
8265;50;90;33;;x;
8266;92;93;161;;x;
8267;134;96;34;;x;
8268;176;99;162;;x;
8269;8;102;35;;x;
8270;50;105;163;;x;
8271;92;108;36;;x;
8272;134;111;164;;x;
8273;176;114;37;;x;
8274;8;117;165;;x;
8275;50;120;38;;x;
8276;92;123;166;;x;
8277;134;126;39;;x;
8278;176;129;167;;x;
8279;8;132;40;;x;
8280;50;135;168;;x;
8281;92;138;41;;x;
8282;134;141;169;;x;
8283;176;144;42;;x;
8284;8;147;170;;x;
8285;50;150;43;;x;
8286;92;153;171;;x;
8287;134;156;44;;x;
8288;176;159;172;;x;
8289;8;162;45;;x;
8290;50;165;173;;x;
8291;92;168;46;;x;
8292;134;171;174;;x;
8293;176;174;47;;x;
8294;8;177;175;;x;
8295;50;180;48;;x;
8296;92;183;176;;x;
8297;134;186;49;;x;
8298;176;189;177;;x;
8299;8;192;50;;x;
8300;50;195;178;;x;
8301;92;198;51;;x;
8302;134;201;179;;x;
8303;176;204;52;;x;
8304;8;207;180;;x;
8305;50;210;53;;x;
8306;92;0;181;;x;
8307;134;3;54;;x;
8308;176;6;182;;x;
8309;8;9;55;;x;
8310;50;12;183;;x;
8311;92;15;56;;x;
8312;134;18;184;;x;
8313;176;21;57;;x;
8314;8;24;185;;x;
8315;50;27;58;;x;
8316;92;30;186;;x;
8317;134;33;59;;x;
8318;176;36;187;;x;
8319;8;39;60;;x;
8320;50;42;188;;x;
8321;92;45;61;;x;
8322;134;48;189;;x;
8323;176;51;62;;x;
8324;8;54;190;;x;
8325;50;57;63;;x;
8326;92;60;191;;x;
8327;134;63;64;;x;
8328;176;66;192;;x;
8329;8;69;65;;x;
8330;50;72;193;;x;
8331;92;75;66;;x;
8332;134;78;194;;x;
8333;176;81;67;;x;
8334;8;84;195;;x;
8335;50;87;68;;x;
8336;92;90;196;;x;
8337;134;93;69;;x;
8338;176;96;197;;x;
8339;8;99;70;;x;
8340;50;102;198;;x;
8341;92;105;71;;x;
8342;134;108;199;;x;
8343;176;111;72;;x;
8344;8;114;200;;x;
8345;50;117;73;;x;
8346;92;120;201;;x;
8347;134;123;74;;x;
8348;176;126;202;;x;
8349;8;129;75;;x;
8350;50;132;203;;x;
8351;92;135;76;;x;
8352;134;138;204;;x;
8353;176;141;77;;x;
8354;8;144;205;;x;
8355;50;147;78;;x;
8356;92;150;206;;x;
8357;134;153;79;;x;
8358;176;156;207;;x;
8359;8;159;80;;x;
8360;50;162;208;;x;
8361;92;165;81;;x;
8362;134;168;209;;x;
8363;176;171;82;;x;
8364;8;174;210;;x;
8365;50;177;83;;x;
8366;92;180;211;;x;
8367;134;183;84;;x;
8368;176;186;212;;x;
8369;8;189;85;;x;
8370;50;192;213;;x;
8371;92;195;86;;x;
8372;134;198;214;;x;
8373;176;201;87;;x;
8374;8;204;215;;x;
8375;50;207;88;;x;
8376;92;210;216;;x;
8377;134;0;89;;x;
8378;176;3;217;;x;
8379;8;6;90;;x;
8380;50;9;218;;x;
8381;92;12;91;;x;
8382;134;15;219;;x;
8383;176;18;92;;x;
8384;8;21;220;;x;
8385;50;24;93;;x;
8386;92;27;221;;x;
8387;134;30;94;;x;
8388;176;33;222;;x;
8389;8;36;95;;x;
8390;50;39;223;;x;
8391;92;42;96;;x;
8392;134;45;224;;x;
8393;176;48;97;;x;
8394;8;51;225;;x;
8395;50;54;98;;x;
8396;92;57;226;;x;
8397;134;60;99;;x;
8398;176;63;227;;x;
8399;8;66;0;;x;
8400;50;69;128;;x;
8401;92;72;1;;x;
8402;134;75;129;;x;
8403;176;78;2;;x;
8404;8;81;130;;x;
8405;50;84;3;;x;
8406;92;87;131;;x;
8407;134;90;4;;x;
8408;176;93;132;;x;
8409;8;96;5;;x;
8410;50;99;133;;x;
8411;92;102;6;;x;
8412;134;105;134;;x;
8413;176;108;7;;x;
8414;8;111;135;;x;
8415;50;114;8;;x;
8416;92;117;136;;x;
8417;134;120;9;;x;
8418;176;123;137;;x;
8419;8;126;10;;x;
8420;50;129;138;;x;
8421;92;132;11;;x;
8422;134;135;139;;x;
8423;176;138;12;;x;
8424;8;141;140;;x;
8425;50;144;13;;x;
8426;92;147;141;;x;
8427;134;150;14;;x;
8428;176;153;142;;x;
8429;8;156;15;;x;
8430;50;159;143;;x;
8431;92;162;16;;x;
8432;134;165;144;;x;
8433;176;168;17;;x;
8434;8;171;145;;x;
8435;50;174;18;;x;
8436;92;177;146;;x;
8437;134;180;19;;x;
8438;176;183;147;;x;
8439;8;186;20;;x;
8440;50;189;148;;x;
8441;92;192;21;;x;
8442;134;195;149;;x;
8443;176;198;22;;x;
